acc	evalue_clade1	score_clade1	evalue_clade2	score_clade2
AJA99279.1	8e-184	623.7	7.7e-07	40.4
AJB06133.1	8e-184	623.7	7.7e-07	40.4
AJB10380.1	8e-184	623.7	7.7e-07	40.4
AJB15496.1	8e-184	623.7	7.7e-07	40.4
AJB20429.1	8e-184	623.7	7.7e-07	40.4
AJB24722.1	8e-184	623.7	7.7e-07	40.4
AKD15878.1	8e-184	623.7	7.7e-07	40.4
ALC63064.1	8e-184	623.7	7.7e-07	40.4
ALC68809.1	8e-184	623.7	7.7e-07	40.4
ALC71674.1	8e-184	623.7	7.7e-07	40.4
QOH94370.1	8e-184	623.7	7.7e-07	40.4
QQH61232.1	8e-184	623.7	7.7e-07	40.4
QQI43939.1	8e-184	623.7	7.7e-07	40.4
AMY91021.1	8.6e-184	623.6	6.4e-09	47.2
ABX23722.1	1.1e-183	623.3	4.7e-07	41.1
QDD42301.1	1.1e-183	623.3	4.7e-07	41.1
QJY64603.1	1.2e-183	623.2	1.9e-05	35.8
SQI57257.1	1.3e-183	623.0	1.4e-05	36.2
QJY58074.1	1.4e-183	622.9	1e-05	36.7
QKT17467.1	1.4e-183	622.9	1e-05	36.7
SQI68702.1	1.4e-183	622.9	1e-05	36.7
ANA19023.1	1.4e-183	622.9	2.5e-05	35.4
ANA23247.1	1.4e-183	622.9	2.5e-05	35.4
ANA27586.1	1.4e-183	622.9	2.5e-05	35.4
ASG81576.1	1.4e-183	622.9	2.5e-05	35.4
ATW56837.1	1.4e-183	622.9	2.5e-05	35.4
QJY68352.1	1.9e-183	622.5	8.9e-06	36.9
QGF84419.1	2.1e-183	622.3	7.2e-06	37.2
QJY71384.1	2.4e-183	622.1	5.5e-06	37.6
QQH55565.1	2.9e-183	621.9	6.5e-07	40.6
QQI86813.1	2.9e-183	621.9	6.5e-07	40.6
QQI95535.1	2.9e-183	621.9	6.5e-07	40.6
QQJ41431.1	2.9e-183	621.9	6.5e-07	40.6
QQH37828.1	3.1e-183	621.8	1.4e-07	42.8
QQI97551.1	3.1e-183	621.8	1.4e-07	42.8
ASG73807.1	4.3e-183	621.3	4.9e-05	34.4
QAY22188.1	4.3e-183	621.3	4.9e-05	34.4
QKN98291.1	4.3e-183	621.3	4.9e-05	34.4
VEA89085.1	5.4e-183	621.0	1.1e-05	36.5
QQI31176.1	8.5e-183	620.3	1e-05	36.7
AIL22250.1	9.5e-182	616.9	3.7e-07	41.4
CAS11418.1	1.9e-177	602.7	0.0049	27.8
SLM08711.1	1.9e-177	602.7	0.0049	27.8
SNU19482.1	1.9e-177	602.7	0.0049	27.8
AUS67547.1	2.5e-177	602.3	0.00039	31.5
AHE60192.1	4.3e-177	601.5	0.00089	30.3
BAT45615.1	4.3e-177	601.5	0.00089	30.3
QST55424.1	4.3e-177	601.5	0.00089	30.3
QST64323.1	4.3e-177	601.5	0.00089	30.3
QST73672.1	4.3e-177	601.5	0.00089	30.3
QTA13103.1	5.2e-177	601.3	0.00039	31.5
QST28467.1	7.2e-177	600.8	0.00011	33.2
QST37833.1	7.2e-177	600.8	0.00011	33.2
BAT41366.1	1.9e-176	599.4	0.00037	31.5
QTA23009.1	1.9e-176	599.4	0.00027	32.0
QTA18007.1	2.2e-176	599.2	0.00076	30.5
QST46887.1	2.4e-176	599.1	0.00027	32.0
BAT37064.1	3.1e-176	598.7	0.00026	32.0
QSZ86331.1	3.4e-176	598.6	0.00016	32.7
QSZ90715.1	3.4e-176	598.6	0.00016	32.7
QSZ95120.1	3.4e-176	598.6	0.00016	32.7
QTA03900.1	3.4e-176	598.6	0.00016	32.7
QTA27678.1	3.9e-176	598.4	0.0011	30.0
QTA08584.1	1.2e-175	596.8	0.00022	32.3
QME70584.1	1.2e-175	596.8	0.19	22.6
QME86516.1	1.2e-175	596.8	0.19	22.6
QME95669.1	1.2e-175	596.8	0.19	22.6
QMG50490.1	1.2e-175	596.8	0.19	22.6
QLM91753.1	1.4e-175	596.5	0.051	24.5
QLN38602.1	1.4e-175	596.5	0.051	24.5
QMH69201.1	1.4e-175	596.5	0.051	24.5
QML48358.1	1.4e-175	596.5	0.051	24.5
QMC80260.1	1.5e-175	596.5	0.15	22.9
UPJ19943.1	1.5e-175	596.5	0.15	22.9
CBG90893.1	1.7e-175	596.3	6.7e-07	40.6
QBY30483.1	1.7e-175	596.3	6.7e-07	40.6
UHO32146.1	1.7e-175	596.3	6.7e-07	40.6
CAQ91345.1	4.1e-175	595.0	0.22	22.4
QKD63509.1	4.1e-175	595.0	0.22	22.4
QMA99609.1	4.1e-175	595.0	0.22	22.4
QMB08565.1	4.1e-175	595.0	0.22	22.4
QMC62435.1	4.1e-175	595.0	0.22	22.4
QME97646.1	4.1e-175	595.0	0.22	22.4
QMI35871.1	4.1e-175	595.0	0.22	22.4
QMI39935.1	4.1e-175	595.0	0.22	22.4
QMJ68084.1	4.1e-175	595.0	0.22	22.4
QMJ72546.1	4.1e-175	595.0	0.22	22.4
UAW34788.1	4.1e-175	595.0	0.22	22.4
UAW39131.1	4.1e-175	595.0	0.22	22.4
UAW44432.1	4.1e-175	595.0	0.22	22.4
URA02464.1	4.1e-175	595.0	0.22	22.4
QML70191.1	6e-175	594.5	0.3	21.9
QMF18543.1	7e-175	594.3	0.5	21.2
QMH61011.1	7e-175	594.3	0.5	21.2
AXM04103.1	7.6e-175	594.1	0.024	25.5
AUA41467.1	8.6e-175	594.0	0.0064	27.5
QME61383.1	2.1e-174	592.7	0.1	23.5
QME65995.1	2.1e-174	592.7	0.1	23.5
QCZ30486.1	2.1e-174	592.7	0.039	24.9
QMF35955.1	2.3e-174	592.6	0.037	25.0
QML20459.1	2.3e-174	592.6	0.037	25.0
QLM10330.1	2.3e-174	592.6	0.031	25.2
QLM14922.1	2.3e-174	592.6	0.031	25.2
QLM19517.1	2.3e-174	592.6	0.031	25.2
QLM98354.1	2.3e-174	592.6	0.031	25.2
QMF78560.1	2.3e-174	592.6	0.031	25.2
QMH99200.1	2.3e-174	592.6	0.031	25.2
QMQ72823.1	2.3e-174	592.6	0.031	25.2
AUT28713.1	2.5e-174	592.4	0.00012	33.1
AUO55314.1	2.6e-174	592.4	0.012	26.5
AXI33064.1	2.6e-174	592.4	0.012	26.5
AZW02574.1	2.6e-174	592.4	0.012	26.5
QBP88304.1	2.6e-174	592.4	0.012	26.5
QDJ86030.1	2.6e-174	592.4	0.012	26.5
QEG93766.1	2.6e-174	592.4	0.012	26.5
QFF93066.1	2.6e-174	592.4	0.012	26.5
QHF76426.1	2.6e-174	592.4	0.012	26.5
QHG39067.1	2.6e-174	592.4	0.012	26.5
QHM99977.1	2.6e-174	592.4	0.012	26.5
QLN12740.1	2.6e-174	592.4	0.012	26.5
QSR37119.1	2.6e-174	592.4	0.012	26.5
VDY77745.1	2.6e-174	592.4	0.012	26.5
VDY96513.1	2.6e-174	592.4	0.012	26.5
VDZ29100.1	2.6e-174	592.4	0.012	26.5
VEA49612.1	2.6e-174	592.4	0.012	26.5
VEC23418.1	2.6e-174	592.4	0.012	26.5
VEC76404.1	2.6e-174	592.4	0.012	26.5
VED16258.1	2.6e-174	592.4	0.012	26.5
VEE27947.1	2.6e-174	592.4	0.012	26.5
AKA92808.1	3.7e-174	591.9	0.0056	27.7
AMU84193.1	3.7e-174	591.9	0.0056	27.7
ANO27778.1	3.7e-174	591.9	0.0056	27.7
APA24333.1	3.7e-174	591.9	0.0056	27.7
APE55353.1	3.7e-174	591.9	0.0056	27.7
APE60303.1	3.7e-174	591.9	0.0056	27.7
APE65183.1	3.7e-174	591.9	0.0056	27.7
APE70018.1	3.7e-174	591.9	0.0056	27.7
APK17557.1	3.7e-174	591.9	0.0056	27.7
APK41132.1	3.7e-174	591.9	0.0056	27.7
APK74681.1	3.7e-174	591.9	0.0056	27.7
AQU01413.1	3.7e-174	591.9	0.0056	27.7
AQV35038.1	3.7e-174	591.9	0.0056	27.7
AQV88093.1	3.7e-174	591.9	0.0056	27.7
ARQ24177.1	3.7e-174	591.9	0.0056	27.7
ARR33041.1	3.7e-174	591.9	0.0056	27.7
ARW85598.1	3.7e-174	591.9	0.0056	27.7
ARX16556.1	3.7e-174	591.9	0.0056	27.7
ARX28410.1	3.7e-174	591.9	0.0056	27.7
ARZ84036.1	3.7e-174	591.9	0.0056	27.7
ARZ87940.1	3.7e-174	591.9	0.0056	27.7
ASB78270.1	3.7e-174	591.9	0.0056	27.7
ASZ48087.1	3.7e-174	591.9	0.0056	27.7
ATB96073.1	3.7e-174	591.9	0.0056	27.7
ATC09763.1	3.7e-174	591.9	0.0056	27.7
ATM10470.1	3.7e-174	591.9	0.0056	27.7
ATW95767.1	3.7e-174	591.9	0.0056	27.7
ATX18209.1	3.7e-174	591.9	0.0056	27.7
ATX48459.1	3.7e-174	591.9	0.0056	27.7
ATX52759.1	3.7e-174	591.9	0.0056	27.7
AUL61511.1	3.7e-174	591.9	0.0056	27.7
AUN45618.1	3.7e-174	591.9	0.0056	27.7
AUS36240.1	3.7e-174	591.9	0.0056	27.7
AUV21942.1	3.7e-174	591.9	0.0056	27.7
AVB43611.1	3.7e-174	591.9	0.0056	27.7
AVR75258.1	3.7e-174	591.9	0.0056	27.7
AVT61115.1	3.7e-174	591.9	0.0056	27.7
AVU53728.1	3.7e-174	591.9	0.0056	27.7
AVZ07394.1	3.7e-174	591.9	0.0056	27.7
AWF23362.1	3.7e-174	591.9	0.0056	27.7
AWO19421.1	3.7e-174	591.9	0.0056	27.7
AWV13107.1	3.7e-174	591.9	0.0056	27.7
AYQ10100.1	3.7e-174	591.9	0.0056	27.7
AZH46036.1	3.7e-174	591.9	0.0056	27.7
BBG75881.1	3.7e-174	591.9	0.0056	27.7
BBQ60100.1	3.7e-174	591.9	0.0056	27.7
QAU95126.1	3.7e-174	591.9	0.0056	27.7
QBF89476.1	3.7e-174	591.9	0.0056	27.7
QCJ58065.1	3.7e-174	591.9	0.0056	27.7
QDM02595.1	3.7e-174	591.9	0.0056	27.7
QEE89642.1	3.7e-174	591.9	0.0056	27.7
QEF70934.1	3.7e-174	591.9	0.0056	27.7
QEJ63399.1	3.7e-174	591.9	0.0056	27.7
QER57027.1	3.7e-174	591.9	0.0056	27.7
QER61755.1	3.7e-174	591.9	0.0056	27.7
QGL31336.1	3.7e-174	591.9	0.0056	27.7
QHF71163.1	3.7e-174	591.9	0.0056	27.7
QHW43469.1	3.7e-174	591.9	0.0056	27.7
QHW61700.1	3.7e-174	591.9	0.0056	27.7
QHW81600.1	3.7e-174	591.9	0.0056	27.7
QHW86120.1	3.7e-174	591.9	0.0056	27.7
QIF74438.1	3.7e-174	591.9	0.0056	27.7
QIL97333.1	3.7e-174	591.9	0.0056	27.7
QIR59406.1	3.7e-174	591.9	0.0056	27.7
QJG24507.1	3.7e-174	591.9	0.0056	27.7
QLO66364.1	3.7e-174	591.9	0.0056	27.7
SCA73511.1	3.7e-174	591.9	0.0056	27.7
ULI88056.1	3.7e-174	591.9	0.0056	27.7
UMU38145.1	3.7e-174	591.9	0.0056	27.7
UMU44909.1	3.7e-174	591.9	0.0056	27.7
UMU57041.1	3.7e-174	591.9	0.0056	27.7
UMU63801.1	3.7e-174	591.9	0.0056	27.7
UMU70261.1	3.7e-174	591.9	0.0056	27.7
UMV29805.1	3.7e-174	591.9	0.0056	27.7
VFQ33457.1	3.7e-174	591.9	0.0056	27.7
ULK56411.1	3.9e-174	591.8	0.0065	27.4
QCT87674.1	4.1e-174	591.7	7.5e-05	33.8
QLV02181.1	4.4e-174	591.6	1.6e-05	36.1
QLW52553.1	4.4e-174	591.6	1.6e-05	36.1
QLX28270.1	4.4e-174	591.6	1.6e-05	36.1
UNH35034.1	4.4e-174	591.6	1.6e-05	36.1
VED71786.1	4.4e-174	591.6	1.6e-05	36.1
QGQ13313.1	4.8e-174	591.5	0.0096	26.9
QKF25006.1	4.9e-174	591.5	0.012	26.6
UAT33834.1	8e-174	590.8	0.04	24.8
UAT40095.1	8e-174	590.8	0.04	24.8
UMV03992.1	9.8e-174	590.5	0.0014	29.7
ANJ33120.1	1e-173	590.4	0.013	26.5
UEX70730.1	1.6e-173	589.8	0.0064	27.5
QPS91953.1	4.5e-171	581.7	0.00011	33.3
VDZ75642.1	4.5e-171	581.7	0.00011	33.3
QNH65797.1	6.8e-171	581.1	3e-05	35.1
QHD94145.1	2e-170	579.6	7.6e-05	33.8
QJW49410.1	2e-170	579.6	7.6e-05	33.8
UAX01850.1	3.6e-170	578.7	0.00024	32.1
AGB76182.1	1.3e-169	576.9	1.6e-07	42.6
QPT32383.1	1.4e-169	576.8	7.8e-08	43.6
VDY91854.1	3.3e-169	575.6	0.003	28.5
QLJ19318.1	3.7e-169	575.4	4.2e-06	37.9
QOV82933.1	3.7e-169	575.4	4.2e-06	37.9
QSC10545.1	3.7e-169	575.4	4.2e-06	37.9
QSC14364.1	3.7e-169	575.4	4.2e-06	37.9
ULJ27517.1	3.7e-169	575.4	4.2e-06	37.9
AZV98305.1	4.7e-169	575.1	0.0032	28.4
QUT01895.1	5.1e-169	574.9	4.7e-07	41.1
QKD71090.1	7.6e-169	574.4	1.1e-06	39.9
QKD72917.1	7.6e-169	574.4	1.1e-06	39.9
UDF26001.1	7.6e-169	574.4	1.1e-06	39.9
AJB53648.1	8.4e-169	574.2	0.0019	29.2
ULJ02914.1	8.4e-169	574.2	0.0019	29.2
QIJ52524.1	9e-169	574.1	5.4e-06	37.6
APJ70445.1	9.5e-169	574.1	0.0035	28.3
AQV29765.1	9.5e-169	574.1	0.0035	28.3
ASX03795.1	9.5e-169	574.1	0.0035	28.3
ATI04674.1	9.5e-169	574.1	0.0035	28.3
AYE18043.1	9.5e-169	574.1	0.0035	28.3
BBS70445.1	9.5e-169	574.1	0.0035	28.3
BBT73648.1	9.5e-169	574.1	0.0035	28.3
BBU11566.1	9.5e-169	574.1	0.0035	28.3
CAR15280.1	9.5e-169	574.1	0.0035	28.3
CBG36755.1	9.5e-169	574.1	0.0035	28.3
QDM72732.1	9.5e-169	574.1	0.0035	28.3
QED65394.1	9.5e-169	574.1	0.0035	28.3
QJF96150.1	9.5e-169	574.1	0.0035	28.3
QJG51967.1	9.5e-169	574.1	0.0035	28.3
QJS59555.1	9.5e-169	574.1	0.0035	28.3
QKI56260.1	9.5e-169	574.1	0.0035	28.3
QLC53680.1	9.5e-169	574.1	0.0035	28.3
QRA66780.1	9.5e-169	574.1	0.0035	28.3
QRA90950.1	9.5e-169	574.1	0.0035	28.3
VEC68435.1	9.5e-169	574.1	0.0035	28.3
VED09405.1	9.5e-169	574.1	0.0035	28.3
VED32019.1	9.5e-169	574.1	0.0035	28.3
QHZ87633.1	9.6e-169	574.1	1.7e-06	39.2
QJU28085.1	9.7e-169	574.0	0.0017	29.4
QER01265.1	1e-168	574.0	1.5e-06	39.4
AUU14563.1	1e-168	574.0	2.6e-06	38.6
UEQ27623.1	1e-168	574.0	2.6e-06	38.6
ADQ89997.1	1e-168	574.0	3e-06	38.4
ARX32920.1	1e-168	574.0	3.8e-06	38.1
ATC74025.1	1e-168	574.0	3.8e-06	38.1
ATC77284.1	1e-168	574.0	3.8e-06	38.1
QKQ94143.1	1e-168	574.0	3.8e-06	38.1
QHP74827.1	1.2e-168	573.8	3.7e-06	38.1
QIM26813.1	1.2e-168	573.8	2e-06	39.0
AWR59963.1	1.2e-168	573.7	1.5e-06	39.4
AAG58769.1	1.2e-168	573.7	0.0018	29.3
ACI38053.1	1.2e-168	573.7	0.0018	29.3
ACT74341.1	1.2e-168	573.7	0.0018	29.3
ADD58830.1	1.2e-168	573.7	0.0018	29.3
AEZ42732.1	1.2e-168	573.7	0.0018	29.3
AFJ31293.1	1.2e-168	573.7	0.0018	29.3
AFS54874.1	1.2e-168	573.7	0.0018	29.3
AFS72078.1	1.2e-168	573.7	0.0018	29.3
AFS88700.1	1.2e-168	573.7	0.0018	29.3
AIF96190.1	1.2e-168	573.7	0.0018	29.3
AIG71027.1	1.2e-168	573.7	0.0018	29.3
AIZ89237.1	1.2e-168	573.7	0.0018	29.3
AJA28663.1	1.2e-168	573.7	0.0018	29.3
AKE86941.1	1.2e-168	573.7	0.0018	29.3
AKH24292.1	1.2e-168	573.7	0.0018	29.3
ALH92888.1	1.2e-168	573.7	0.0018	29.3
AMF89774.1	1.2e-168	573.7	0.0018	29.3
AMG81087.1	1.2e-168	573.7	0.0018	29.3
AMW43410.1	1.2e-168	573.7	0.0018	29.3
AMW48828.1	1.2e-168	573.7	0.0018	29.3
ANE64638.1	1.2e-168	573.7	0.0018	29.3
ANG71068.1	1.2e-168	573.7	0.0018	29.3
ANG76564.1	1.2e-168	573.7	0.0018	29.3
ANG82246.1	1.2e-168	573.7	0.0018	29.3
ANO80178.1	1.2e-168	573.7	0.0018	29.3
ANP20461.1	1.2e-168	573.7	0.0018	29.3
ANQ02999.1	1.2e-168	573.7	0.0018	29.3
ANW29686.1	1.2e-168	573.7	0.0018	29.3
ANW42546.1	1.2e-168	573.7	0.0018	29.3
AOD09263.1	1.2e-168	573.7	0.0018	29.3
AOM43146.1	1.2e-168	573.7	0.0018	29.3
AOV19464.1	1.2e-168	573.7	0.0018	29.3
AOV24818.1	1.2e-168	573.7	0.0018	29.3
AOV30169.1	1.2e-168	573.7	0.0018	29.3
AOV35536.1	1.2e-168	573.7	0.0018	29.3
AOV40949.1	1.2e-168	573.7	0.0018	29.3
AOV46294.1	1.2e-168	573.7	0.0018	29.3
AOV51709.1	1.2e-168	573.7	0.0018	29.3
AOX50059.1	1.2e-168	573.7	0.0018	29.3
AOX55463.1	1.2e-168	573.7	0.0018	29.3
APA39947.1	1.2e-168	573.7	0.0018	29.3
APE77694.1	1.2e-168	573.7	0.0018	29.3
API00690.1	1.2e-168	573.7	0.0018	29.3
API06294.1	1.2e-168	573.7	0.0018	29.3
API11846.1	1.2e-168	573.7	0.0018	29.3
API17451.1	1.2e-168	573.7	0.0018	29.3
API23096.1	1.2e-168	573.7	0.0018	29.3
API28590.1	1.2e-168	573.7	0.0018	29.3
API34255.1	1.2e-168	573.7	0.0018	29.3
API39821.1	1.2e-168	573.7	0.0018	29.3
APJ66384.1	1.2e-168	573.7	0.0018	29.3
APJ79014.1	1.2e-168	573.7	0.0018	29.3
APK01581.1	1.2e-168	573.7	0.0018	29.3
APK48791.1	1.2e-168	573.7	0.0018	29.3
APK55920.1	1.2e-168	573.7	0.0018	29.3
APK84315.1	1.2e-168	573.7	0.0018	29.3
APL05340.1	1.2e-168	573.7	0.0018	29.3
APL15122.1	1.2e-168	573.7	0.0018	29.3
APL18749.1	1.2e-168	573.7	0.0018	29.3
APL25121.1	1.2e-168	573.7	0.0018	29.3
APL26321.1	1.2e-168	573.7	0.0018	29.3
APL40012.1	1.2e-168	573.7	0.0018	29.3
APL57611.1	1.2e-168	573.7	0.0018	29.3
APL64093.1	1.2e-168	573.7	0.0018	29.3
APL75295.1	1.2e-168	573.7	0.0018	29.3
APL79916.1	1.2e-168	573.7	0.0018	29.3
APL84645.1	1.2e-168	573.7	0.0018	29.3
APL89289.1	1.2e-168	573.7	0.0018	29.3
AQV18397.1	1.2e-168	573.7	0.0018	29.3
ARA10021.1	1.2e-168	573.7	0.0018	29.3
ART18974.1	1.2e-168	573.7	0.0018	29.3
ART26754.1	1.2e-168	573.7	0.0018	29.3
ARV29699.1	1.2e-168	573.7	0.0018	29.3
ARV48922.1	1.2e-168	573.7	0.0018	29.3
ARV55437.1	1.2e-168	573.7	0.0018	29.3
ASE48093.1	1.2e-168	573.7	0.0018	29.3
ASF04493.1	1.2e-168	573.7	0.0018	29.3
ASI48399.1	1.2e-168	573.7	0.0018	29.3
ASJ45510.1	1.2e-168	573.7	0.0018	29.3
ASL56894.1	1.2e-168	573.7	0.0018	29.3
ASQ69259.1	1.2e-168	573.7	0.0018	29.3
AST63927.1	1.2e-168	573.7	0.0018	29.3
ASZ43598.1	1.2e-168	573.7	0.0018	29.3
ATB10583.1	1.2e-168	573.7	0.0018	29.3
ATB81030.1	1.2e-168	573.7	0.0018	29.3
ATG08378.1	1.2e-168	573.7	0.0018	29.3
ATG12469.1	1.2e-168	573.7	0.0018	29.3
ATG64178.1	1.2e-168	573.7	0.0018	29.3
ATO77665.1	1.2e-168	573.7	0.0018	29.3
ATX10187.1	1.2e-168	573.7	0.0018	29.3
AUK19824.1	1.2e-168	573.7	0.0018	29.3
AUL68022.1	1.2e-168	573.7	0.0018	29.3
AUL82896.1	1.2e-168	573.7	0.0018	29.3
AUL92467.1	1.2e-168	573.7	0.0018	29.3
AUM20426.1	1.2e-168	573.7	0.0018	29.3
AUX00357.1	1.2e-168	573.7	0.0018	29.3
AUY89664.1	1.2e-168	573.7	0.0018	29.3
AVL08591.1	1.2e-168	573.7	0.0018	29.3
AVL31632.1	1.2e-168	573.7	0.0018	29.3
AVN09326.1	1.2e-168	573.7	0.0018	29.3
AVU43405.1	1.2e-168	573.7	0.0018	29.3
AWF14482.1	1.2e-168	573.7	0.0018	29.3
AWJ02966.1	1.2e-168	573.7	0.0018	29.3
AWJ34830.1	1.2e-168	573.7	0.0018	29.3
AWJ41013.1	1.2e-168	573.7	0.0018	29.3
AWJ45914.1	1.2e-168	573.7	0.0018	29.3
AWJ51098.1	1.2e-168	573.7	0.0018	29.3
AWJ57097.1	1.2e-168	573.7	0.0018	29.3
AWJ97334.1	1.2e-168	573.7	0.0018	29.3
AWS38902.1	1.2e-168	573.7	0.0018	29.3
AWU88672.1	1.2e-168	573.7	0.0018	29.3
AWZ54165.1	1.2e-168	573.7	0.0018	29.3
AWZ59471.1	1.2e-168	573.7	0.0018	29.3
AWZ69092.1	1.2e-168	573.7	0.0018	29.3
AXE55368.1	1.2e-168	573.7	0.0018	29.3
AXT74376.1	1.2e-168	573.7	0.0018	29.3
AXV22676.1	1.2e-168	573.7	0.0018	29.3
AYL87826.1	1.2e-168	573.7	0.0018	29.3
AYL89375.1	1.2e-168	573.7	0.0018	29.3
AYM21880.1	1.2e-168	573.7	0.0018	29.3
AYN88186.1	1.2e-168	573.7	0.0018	29.3
AYV43739.1	1.2e-168	573.7	0.0018	29.3
AZU69904.1	1.2e-168	573.7	0.0018	29.3
AZU74384.1	1.2e-168	573.7	0.0018	29.3
AZU85858.1	1.2e-168	573.7	0.0018	29.3
BAB37923.1	1.2e-168	573.7	0.0018	29.3
BAG79429.1	1.2e-168	573.7	0.0018	29.3
BAI28131.1	1.2e-168	573.7	0.0018	29.3
BAI38206.1	1.2e-168	573.7	0.0018	29.3
BBC52764.1	1.2e-168	573.7	0.0018	29.3
BBF50143.1	1.2e-168	573.7	0.0018	29.3
BBF55888.1	1.2e-168	573.7	0.0018	29.3
BBF62134.1	1.2e-168	573.7	0.0018	29.3
BBL44015.1	1.2e-168	573.7	0.0018	29.3
BBS75447.1	1.2e-168	573.7	0.0018	29.3
CAV00619.1	1.2e-168	573.7	0.0018	29.3
CCQ31199.2	1.2e-168	573.7	0.0018	29.3
QAV75842.1	1.2e-168	573.7	0.0018	29.3
QBO40111.1	1.2e-168	573.7	0.0018	29.3
QBO43698.1	1.2e-168	573.7	0.0018	29.3
QBO51351.1	1.2e-168	573.7	0.0018	29.3
QCH54306.1	1.2e-168	573.7	0.0018	29.3
QCH59721.1	1.2e-168	573.7	0.0018	29.3
QCH64693.1	1.2e-168	573.7	0.0018	29.3
QCH75484.1	1.2e-168	573.7	0.0018	29.3
QCH80499.1	1.2e-168	573.7	0.0018	29.3
QCH85887.1	1.2e-168	573.7	0.0018	29.3
QCH97078.1	1.2e-168	573.7	0.0018	29.3
QCJ14479.1	1.2e-168	573.7	0.0018	29.3
QCL18268.1	1.2e-168	573.7	0.0018	29.3
QCL23923.1	1.2e-168	573.7	0.0018	29.3
QCL29356.1	1.2e-168	573.7	0.0018	29.3
QCL34789.1	1.2e-168	573.7	0.0018	29.3
QCL40300.1	1.2e-168	573.7	0.0018	29.3
QCL45870.1	1.2e-168	573.7	0.0018	29.3
QCL51536.1	1.2e-168	573.7	0.0018	29.3
QCL57183.1	1.2e-168	573.7	0.0018	29.3
QCL62671.1	1.2e-168	573.7	0.0018	29.3
QCM14568.1	1.2e-168	573.7	0.0018	29.3
QCM20057.1	1.2e-168	573.7	0.0018	29.3
QCM25546.1	1.2e-168	573.7	0.0018	29.3
QCM31035.1	1.2e-168	573.7	0.0018	29.3
QCM36522.1	1.2e-168	573.7	0.0018	29.3
QCM42009.1	1.2e-168	573.7	0.0018	29.3
QCM47494.1	1.2e-168	573.7	0.0018	29.3
QCM52980.1	1.2e-168	573.7	0.0018	29.3
QCM58467.1	1.2e-168	573.7	0.0018	29.3
QCM63955.1	1.2e-168	573.7	0.0018	29.3
QCM69445.1	1.2e-168	573.7	0.0018	29.3
QCM74919.1	1.2e-168	573.7	0.0018	29.3
QCM80392.1	1.2e-168	573.7	0.0018	29.3
QCM85875.1	1.2e-168	573.7	0.0018	29.3
QCM91365.1	1.2e-168	573.7	0.0018	29.3
QCM96853.1	1.2e-168	573.7	0.0018	29.3
QCN02342.1	1.2e-168	573.7	0.0018	29.3
QCN07827.1	1.2e-168	573.7	0.0018	29.3
QCN13315.1	1.2e-168	573.7	0.0018	29.3
QCN18801.1	1.2e-168	573.7	0.0018	29.3
QCN24211.1	1.2e-168	573.7	0.0018	29.3
QCN29697.1	1.2e-168	573.7	0.0018	29.3
QCN35185.1	1.2e-168	573.7	0.0018	29.3
QCN40736.1	1.2e-168	573.7	0.0018	29.3
QCN46285.1	1.2e-168	573.7	0.0018	29.3
QCN51759.1	1.2e-168	573.7	0.0018	29.3
QCN57234.1	1.2e-168	573.7	0.0018	29.3
QCN62717.1	1.2e-168	573.7	0.0018	29.3
QCN68194.1	1.2e-168	573.7	0.0018	29.3
QCN73647.1	1.2e-168	573.7	0.0018	29.3
QCV05319.1	1.2e-168	573.7	0.0018	29.3
QDD27986.1	1.2e-168	573.7	0.0018	29.3
QDG07089.1	1.2e-168	573.7	0.0018	29.3
QDJ64714.1	1.2e-168	573.7	0.0018	29.3
QDK08378.1	1.2e-168	573.7	0.0018	29.3
QDZ53969.1	1.2e-168	573.7	0.0018	29.3
QEE99418.1	1.2e-168	573.7	0.0018	29.3
QEH82242.1	1.2e-168	573.7	0.0018	29.3
QEP68199.1	1.2e-168	573.7	0.0018	29.3
QEQ37862.1	1.2e-168	573.7	0.0018	29.3
QES62114.1	1.2e-168	573.7	0.0018	29.3
QFG80198.1	1.2e-168	573.7	0.0018	29.3
QFG85606.1	1.2e-168	573.7	0.0018	29.3
QFG90871.1	1.2e-168	573.7	0.0018	29.3
QFG96147.1	1.2e-168	573.7	0.0018	29.3
QFH01585.1	1.2e-168	573.7	0.0018	29.3
QFH07111.1	1.2e-168	573.7	0.0018	29.3
QFH12510.1	1.2e-168	573.7	0.0018	29.3
QFH17953.1	1.2e-168	573.7	0.0018	29.3
QFH23229.1	1.2e-168	573.7	0.0018	29.3
QFH28776.1	1.2e-168	573.7	0.0018	29.3
QFV78436.1	1.2e-168	573.7	0.0018	29.3
QFW01312.1	1.2e-168	573.7	0.0018	29.3
QFW20167.1	1.2e-168	573.7	0.0018	29.3
QFW53761.1	1.2e-168	573.7	0.0018	29.3
QFW87938.1	1.2e-168	573.7	0.0018	29.3
QFX11220.1	1.2e-168	573.7	0.0018	29.3
QFX41748.1	1.2e-168	573.7	0.0018	29.3
QGF18470.1	1.2e-168	573.7	0.0018	29.3
QGG62133.1	1.2e-168	573.7	0.0018	29.3
QGG87679.1	1.2e-168	573.7	0.0018	29.3
QGJ07158.1	1.2e-168	573.7	0.0018	29.3
QGJ25120.1	1.2e-168	573.7	0.0018	29.3
QGJ97835.1	1.2e-168	573.7	0.0018	29.3
QGL35824.1	1.2e-168	573.7	0.0018	29.3
